section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Quantification,Santoferrara L.F.,"Santoferrara, Luciana F (8114219300)",8114219300,Current practice in plankton metabarcoding: Optimization and error management,2019,Journal of Plankton Research
Quantification,Katz A.D.; Harper L.R.; Sternhagen E.C.; Pearce S.E.; Melder C.A.; Sperry J.H.; Davis M.A.,"Katz, Aron D. (56506280500); Harper, Lynsey R. (57202267471); Sternhagen, Elizabeth C. (57216913981); Pearce, Sarah E. (57216254316); Melder, Christopher A. (6508128091); Sperry, Jinelle H. (23988218000); Davis, Mark A. (56437106300)",56506280500; 57202267471; 57216913981; 57216254316; 6508128091; 23988218000; 56437106300,Environmental DNA is effective in detecting the federally threatened Louisiana Pinesnake (Pituophis ruthveni),2021,Environmental DNA
Quantification,Jeffs C.T.; Terry J.C.D.; Higgie M.; Jandová A.; Konvičková H.; Brown J.J.; Lue C.H.; Schiffer M.; O'Brien E.K.; Bridle J.; Hrček J.; Lewis O.T.,"Jeffs, Christopher T. (55660380400); Terry, J. Christopher D. (57195716950); Higgie, Megan (6506583370); Jandová, Anna (57220048938); Konvičková, Hana (57199152160); Brown, Joel J. (57209222418); Lue, Chia Hua (57189629319); Schiffer, Michele (7006325720); O'Brien, Eleanor K. (16316583200); Bridle, Jon (7004251123); Hrček, Jan (23469751300); Lewis, Owen T. (7007014517)",55660380400; 57195716950; 6506583370; 57220048938; 57199152160; 57209222418; 57189629319; 7006325720; 16316583200; 7004251123; 23469751300; 7007014517,Molecular analyses reveal consistent food web structure with elevation in rainforest Drosophila – parasitoid communities,2021,Ecography
Quantification,Wray A.K.; Peery M.Z.; Jusino M.A.; Kochanski J.M.; Banik M.T.; Palmer J.M.; Lindner D.L.; Gratton C.,"Wray, Amy K. (57190387643); Peery, M. Zachariah (6602756212); Jusino, Michelle A. (56532498100); Kochanski, Jade M. (57221097896); Banik, Mark T. (6603593828); Palmer, Jonathan M. (16305038100); Lindner, Daniel L. (14041855100); Gratton, Claudio (7004717736)",57190387643; 6602756212; 56532498100; 57221097896; 6603593828; 16305038100; 14041855100; 7004717736,Predator preferences shape the diets of arthropodivorous bats more than quantitative local prey abundance,2021,Molecular Ecology
Quantification,Saito T.; Doi H.,"Saito, Tatsuya (57221318170); Doi, Hideyuki (55769844200)",57221318170; 55769844200,A Model and Simulation of the Influence of Temperature and Amplicon Length on Environmental DNA Degradation Rates: A Meta-Analysis Approach,2021,Frontiers in Ecology and Evolution
Quantification,Chase D.M.; Kuehne L.M.; Olden J.D.; Ostberg C.O.,"Chase, Dorothy M. (7101811167); Kuehne, Lauren M. (55136006100); Olden, Julian D. (6701652168); Ostberg, Carl O. (6603841843)",7101811167; 55136006100; 6701652168; 6603841843,Development of a quantitative PCR assay for detecting Egeria densa in environmental DNA samples,2020,Conservation Genetics Resources
Quantification,Brys R.; Halfmaerten D.; Neyrinck S.; Mauvisseau Q.; Auwerx J.; Sweet M.; Mergeay J.,"Brys, Rein (7004198118); Halfmaerten, David (6504654987); Neyrinck, Sabrina (24758836300); Mauvisseau, Quentin (57193522752); Auwerx, Johan (58455814000); Sweet, Michael (36538145300); Mergeay, Joachim (6507852399)",7004198118; 6504654987; 24758836300; 57193522752; 58455814000; 36538145300; 6507852399,Reliable eDNA detection and quantification of the European weather loach (Misgurnus fossilis),2021,Journal of Fish Biology
Quantification,Cavallo C.; Chiaradia A.; Deagle B.E.; Hays G.C.; Jarman S.; McInnes J.C.; Ropert-Coudert Y.; Sánchez S.; Reina R.D.,"Cavallo, Catherine (57204457329); Chiaradia, André (8367470700); Deagle, Bruce E. (57203235783); Hays, Graeme C. (7006157425); Jarman, Simon (6701411935); McInnes, Julie C. (36546456700); Ropert-Coudert, Yan (56186744700); Sánchez, Sonia (56319496000); Reina, Richard D. (7003903422)",57204457329; 8367470700; 57203235783; 7006157425; 6701411935; 36546456700; 56186744700; 56319496000; 7003903422,"Quantifying prey availability using the foraging plasticity of a marine predator, the little penguin",2020,Functional Ecology
Quantification,Yu J.; Young R.G.; Deeth L.E.; Hanner R.H.,"Yu, Jiaojia (57217254122); Young, Robert G. (57193161325); Deeth, Lorna E. (55823616000); Hanner, Robert H. (16833486600)",57217254122; 57193161325; 55823616000; 16833486600,"Molecular detection mapping and analysis platform for R (MDMAPR) facilitating the standardization, analysis, visualization, and sharing of qPCR data and metadata",2020,PeerJ
Quantification,Miyazono S.; Kodama T.; Akamatsu Y.; Nakao R.; Saito M.,"Miyazono, Seiji (25936596200); Kodama, Takao (57218601261); Akamatsu, Yoshihisa (55624476595); Nakao, Ryohei (57218601085); Saito, Minoru (57218601380)",25936596200; 57218601261; 55624476595; 57218601085; 57218601380,Application of environmental DNA methods for the detection and abundance estimation of invasive aquatic plant Egeria densa in lotic habitats,2021,Limnology
Quantification,Darling J.A.; Martinson J.; Pagenkopp Lohan K.M.; Carney K.J.; Pilgrim E.; Banerji A.; Holzer K.K.; Ruiz G.M.,"Darling, John A. (57195139105); Martinson, John (16407386000); Pagenkopp Lohan, Katrina M. (55062407400); Carney, Katharine J. (56921674100); Pilgrim, Erik (6506354802); Banerji, Aabir (36146701200); Holzer, Kimberly K. (55894053900); Ruiz, Gregory M. (7101628728)",57195139105; 16407386000; 55062407400; 56921674100; 6506354802; 36146701200; 55894053900; 7101628728,Metabarcoding quantifies differences in accumulation of ballast water borne biodiversity among three port systems in the United States,2020,Science of the Total Environment
Quantification,Lang D.; Tang M.; Hu J.; Zhou X.,"Lang, Dandan (57203547024); Tang, Min (55955808600); Hu, Jiahui (57211438242); Zhou, Xin (55743291200)",57203547024; 55955808600; 57211438242; 55743291200,Genome-skimming provides accurate quantification for pollen mixtures,2019,Molecular Ecology Resources
Quantification,Salter I.; Joensen M.; Kristiansen R.; Steingrund P.; Vestergaard P.,"Salter, Ian (6603700047); Joensen, Mourits (57212246516); Kristiansen, Regin (8318700900); Steingrund, Petur (6508272027); Vestergaard, Poul (57212247803)",6603700047; 57212246516; 8318700900; 6508272027; 57212247803,Environmental DNA concentrations are correlated with regional biomass of Atlantic cod in oceanic waters,2019,Communications Biology
Quantification,Priestley V.; Allen R.; Binstead M.; Arnold R.; Savolainen V.,"Priestley, Victoria (57195986645); Allen, Robert (57222194919); Binstead, Matthew (57222195224); Arnold, Richard (54898103100); Savolainen, Vincent (7006741560)",57195986645; 57222194919; 57222195224; 54898103100; 7006741560,Quick detection of a rare species: Forensic swabs of survey tubes for hazel dormouse Muscardinus avellanarius urine,2021,Methods in Ecology and Evolution
Quantification,Lam I.P.Y.; Sung Y.-H.; Lin L.; Fong J.J.,"Lam, Ivan P. Y. (57209226135); Sung, Yik-Hei (54967212200); Lin, Liu (36120923800); Fong, Jonathan J. (57218326385)",57209226135; 54967212200; 36120923800; 57218326385,Developing quantitative PCR assays to detect threatened and invasive freshwater turtles in Hong Kong using environmental DNA,2020,Conservation Genetics Resources
Quantification,Itakura H.; Wakiya R.; Sakata M.K.; Hsu H.-Y.; Chen S.-C.; Yang C.-C.; Huang Y.-C.; Han Y.-S.; Yamamoto S.; Minamoto T.,"Itakura, Hikaru (54412455400); Wakiya, Ryoshiro (56764485900); Sakata, Masayuki K. (57194330494); Hsu, Hsiang-Yi (56963207800); Chen, Shih-Chong (57202502392); Yang, Chih-Chao (57218896999); Huang, Yi-Cheng (57141094000); Han, Yu-San (7404095968); Yamamoto, Satoshi (55475457600); Minamoto, Toshifumi (25639837900)",54412455400; 56764485900; 57194330494; 56963207800; 57202502392; 57218896999; 57141094000; 7404095968; 55475457600; 25639837900,"Estimations of riverine distribution, abundance, and biomass of anguillid EELS in Japan and Taiwan using environmental DNA analysis",2020,Zoological Studies
Quantification,Ratcliffe F.C.; Uren Webster T.M.; Rodriguez-Barreto D.; O'Rorke R.; Garcia de Leaniz C.; Consuegra S.,"Ratcliffe, Frances C. (57215043806); Uren Webster, Tamsyn M. (36125779200); Rodriguez-Barreto, Deiene (55343937800); O'Rorke, Richard (54417780600); Garcia de Leaniz, Carlos (15623072100); Consuegra, Sofia (10939334900)",57215043806; 36125779200; 55343937800; 54417780600; 15623072100; 10939334900,Quantitative assessment of fish larvae community composition in spawning areas using metabarcoding of bulk samples,2021,Ecological Applications
Quantification,Andruszkiewicz E.A.; Yamahara K.M.; Closek C.J.; Boehm A.B.,"Andruszkiewicz, Elizabeth A. (57190762906); Yamahara, Kevan M. (16835557900); Closek, Collin J. (56215684500); Boehm, Alexandria B. (7006761389)",57190762906; 16835557900; 56215684500; 7006761389,"Quantitative PCR assays to detect whales, rockfish, and common murre environmental DNA in marine water samples of the Northeastern Pacific",2020,PLoS ONE
Quantification,Brys R.; Haegeman A.; Halfmaerten D.; Neyrinck S.; Staelens A.; Auwerx J.; Ruttink T.,"Brys, Rein (7004198118); Haegeman, Annelies (9640122400); Halfmaerten, David (6504654987); Neyrinck, Sabrina (24758836300); Staelens, Ariane (57200695527); Auwerx, Johan (58455814000); Ruttink, Tom (6506272068)",7004198118; 9640122400; 6504654987; 24758836300; 57200695527; 58455814000; 6506272068,Monitoring of spatiotemporal occupancy patterns of fish and amphibian species in a lentic aquatic system using environmental DNA,2021,Molecular Ecology
Quantification,Fukaya K.; Murakami H.; Yoon S.; Minami K.; Osada Y.; Yamamoto S.; Masuda R.; Kasai A.; Miyashita K.; Minamoto T.; Kondoh M.,"Fukaya, Keiichi (36600352500); Murakami, Hiroaki (57169451400); Yoon, Seokjin (55775043600); Minami, Kenji (36192020400); Osada, Yutaka (57195234216); Yamamoto, Satoshi (55475457600); Masuda, Reiji (7101661522); Kasai, Akihide (7006388729); Miyashita, Kazushi (7202708298); Minamoto, Toshifumi (25639837900); Kondoh, Michio (7005073407)",36600352500; 57169451400; 55775043600; 36192020400; 57195234216; 55475457600; 7101661522; 7006388729; 7202708298; 25639837900; 7005073407,Estimating fish population abundance by integrating quantitative data on environmental DNA and hydrodynamic modelling,2021,Molecular Ecology
Quantification,Richardson R.T.; Eaton T.D.; Lin C.-H.; Cherry G.; Johnson R.M.; Sponsler D.B.,"Richardson, Rodney T. (56949821800); Eaton, Tyler D. (7006683619); Lin, Chia-Hua (56949249800); Cherry, Garrett (57219823375); Johnson, Reed M. (26654180600); Sponsler, Douglas B. (56584616800)",56949821800; 7006683619; 56949249800; 57219823375; 26654180600; 56584616800,Application of plant metabarcoding to identify diverse honeybee pollen forage along an urban–agricultural gradient,2021,Molecular Ecology
Quantification,Banks J.C.; Kelly L.T.; Falleiros R.; Rojahn J.; Gabrielsson R.; Clapcott J.,"Banks, Jonathan C. (57197629425); Kelly, Laura T. (57204448424); Falleiros, Renan (13607034300); Rojahn, Jack (57204787084); Gabrielsson, Rasmus (55461013500); Clapcott, Joanne (6506838605)",57197629425; 57204448424; 13607034300; 57204787084; 55461013500; 6506838605,"Detecting the pest fish, Gambusia affinis from environmental DNA in New Zealand: a comparison of methods",2021,New Zealand Journal of Zoology
Quantification,Mariani S.; Fernandez C.; Baillie C.; Magalon H.; Jaquemet S.,"Mariani, Stefano (23397699900); Fernandez, Chloe (57393458500); Baillie, Charles (57204142291); Magalon, Helene (8570903800); Jaquemet, Sebastien (6508312444)",23397699900; 57393458500; 57204142291; 8570903800; 6508312444,"Shark and ray diversity, abundance and temporal variation around an Indian Ocean Island, inferred by eDNA metabarcoding",2021,Conservation Science and Practice
Quantification,Schallenberg L.A.; Pearman J.K.; Burns C.W.; Wood S.A.,"Schallenberg, Lena A (57224943762); Pearman, John K. (57189356312); Burns, Carolyn W. (7201835080); Wood, Susanna A. (15766631100)",57224943762; 57189356312; 7201835080; 15766631100,Spatial abundance and distribution of picocyanobacterial communities in two contrasting lakes revealed using environmental DNA metabarcoding,2021,FEMS Microbiology Ecology
Quantification,Tsuji S.; Shibata N.; Sawada H.; Ushio M.,"Tsuji, Satsuki (57224808691); Shibata, Naoki (57202582544); Sawada, Hayato (57203893268); Ushio, Masayuki (24503878900)",57224808691; 57202582544; 57203893268; 24503878900,Quantitative evaluation of intraspecific genetic diversity in a natural fish population using environmental DNA analysis,2020,Molecular Ecology Resources
Quantification,Noreika N.; Helm A.; Öpik M.; Jairus T.; Vasar M.; Reier Ü.; Kook E.; Riibak K.; Kasari L.; Tullus H.; Tullus T.; Lutter R.; Oja E.; Saag A.; Randlane T.; Pärtel M.,"Noreika, Norbertas (55181734700); Helm, Aveliina (7003879609); Öpik, Maarja (7801551463); Jairus, Teele (23995404800); Vasar, Martti (43761678400); Reier, Ülle (6506466475); Kook, Ene (26537664300); Riibak, Kersti (56455320100); Kasari, Liis (55227367800); Tullus, Hardi (6506519019); Tullus, Tea (57209177670); Lutter, Reimo (55613881000); Oja, Ede (57210193878); Saag, Andres (6505976357); Randlane, Tiina (6602589097); Pärtel, Meelis (6701389712)",55181734700; 7003879609; 7801551463; 23995404800; 43761678400; 6506466475; 26537664300; 56455320100; 55227367800; 6506519019; 57209177670; 55613881000; 57210193878; 6505976357; 6602589097; 6701389712,"Forest biomass, soil and biodiversity relationships originate from biogeographic affinity and direct ecological effects",2019,Oikos
Quantification,Doi H.; Inui R.; Akamatsu Y.; Kanno K.; Yamanaka H.; Takahara T.; Minamoto T.,"Doi, Hideyuki (55769844200); Inui, Ryutei (24076191200); Akamatsu, Yoshihisa (55624476595); Kanno, Kazuki (57191155934); Yamanaka, Hiroki (57206228327); Takahara, Teruhiko (54898506900); Minamoto, Toshifumi (25639837900)",55769844200; 24076191200; 55624476595; 57191155934; 57206228327; 54898506900; 25639837900,Environmental DNA analysis for estimating the abundance and biomass of stream fish,2017,Freshwater Biology
Quantification,Kim P.; Kim D.; Yoon T.J.; Shin S.,"Kim, Philjae (57201987401); Kim, Donghwan (57201986475); Yoon, Tae Joong (57204595539); Shin, Sook (56812584100)",57201987401; 57201986475; 57204595539; 56812584100,"Early detection of marine invasive species, Bugula neritina (Bryozoa: Cheilostomatida), using species-specific primers and environmental DNA analysis in Korea",2018,Marine Environmental Research
Quantification,Hunter M.E.; Dorazio R.M.; Butterfield J.S.S.; Meigs-Friend G.; Nico L.G.; Ferrante J.A.,"Hunter, Margaret E. (55274428600); Dorazio, Robert M. (6603767004); Butterfield, John S. S. (57224556160); Meigs-Friend, Gaia (55274230700); Nico, Leo G. (6602358747); Ferrante, Jason A. (57192390870)",55274428600; 6603767004; 57224556160; 55274230700; 6602358747; 57192390870,Detection limits of quantitative and digital PCR assays and their influence in presence–absence surveys of environmental DNA,2017,Molecular Ecology Resources
Quantification,Hutchins P.R.; Sepulveda A.J.; Martin R.M.; Hopper L.R.,"Hutchins, Patrick R. (57201772459); Sepulveda, Adam J. (7006560696); Martin, Renee M. (56012850200); Hopper, Lacey R. (56081277900)",57201772459; 7006560696; 56012850200; 56081277900,A probe-based quantitative PCR assay for detecting Tetracapsuloides bryosalmonae in fish tissue and environmental DNA water samples,2018,Conservation Genetics Resources
Quantification,Lamb P.D.; Hunter E.; Pinnegar J.K.; Creer S.; Davies R.G.; Taylor M.I.,"Lamb, Philip D. (57198443992); Hunter, Ewan (7202739109); Pinnegar, John K. (6603881869); Creer, Simon (57188762757); Davies, Richard G. (57669908300); Taylor, Martin I. (7406239766)",57198443992; 7202739109; 6603881869; 57188762757; 57669908300; 7406239766,How quantitative is metabarcoding: A meta-analytical approach,2019,Molecular Ecology
Quantification,Jo T.; Murakami H.; Yamamoto S.; Masuda R.; Minamoto T.,"Jo, Toshiaki (57194339165); Murakami, Hiroaki (57169451400); Yamamoto, Satoshi (55475457600); Masuda, Reiji (7101661522); Minamoto, Toshifumi (25639837900)",57194339165; 57169451400; 55475457600; 7101661522; 25639837900,"Effect of water temperature and fish biomass on environmental DNA shedding, degradation, and size distribution",2019,Ecology and Evolution
Quantification,Russell S.L.; McCartney E.; Cavanaugh C.M.,"Russell, S.L. (56332902900); McCartney, E. (57204508598); Cavanaugh, C.M. (7005808019)",56332902900; 57204508598; 7005808019,Transmission strategies in a chemosynthetic symbiosis: Detection and quantification of symbionts in host tissues and their environment,2018,Proceedings of the Royal Society B: Biological Sciences
Quantification,Harper L.R.; Buxton A.S.; Rees H.C.; Bruce K.; Brys R.; Halfmaerten D.; Read D.S.; Watson H.V.; Sayer C.D.; Jones E.P.; Priestley V.; Mächler E.; Múrria C.; Garcés-Pastor S.; Medupin C.; Burgess K.; Benson G.; Boonham N.; Griffiths R.A.; Lawson Handley L.; Hänfling B.,"Harper, Lynsey R. (57202267471); Buxton, Andrew S. (57193889619); Rees, Helen C. (8987874800); Bruce, Kat (57201394685); Brys, Rein (7004198118); Halfmaerten, David (6504654987); Read, Daniel S. (36752317400); Watson, Hayley V. (57220735106); Sayer, Carl D. (7003314493); Jones, Eleanor P. (58279952500); Priestley, Victoria (57195986645); Mächler, Elvira (55365166600); Múrria, Cesc (24342061100); Garcés-Pastor, Sandra (57194156900); Medupin, Cecilia (57203884554); Burgess, Katherine (56770791900); Benson, Gillian (57203886388); Boonham, Neil (6701899830); Griffiths, Richard A. (57220607253); Lawson Handley, Lori (12800937600); Hänfling, Bernd (55880359900)",57202267471; 57193889619; 8987874800; 57201394685; 7004198118; 6504654987; 36752317400; 57220735106; 7003314493; 58279952500; 57195986645; 55365166600; 24342061100; 57194156900; 57203884554; 56770791900; 57203886388; 6701899830; 57220607253; 12800937600; 55880359900,Prospects and challenges of environmental DNA (eDNA) monitoring in freshwater ponds,2019,Hydrobiologia
Quantification,Piñol J.; Senar M.A.; Symondson W.O.C.,"Piñol, Josep (57203041301); Senar, Miquel A. (6603445372); Symondson, William O. C. (7004492410)",57203041301; 6603445372; 7004492410,The choice of universal primers and the characteristics of the species mixture determine when DNA metabarcoding can be quantitative,2019,Molecular Ecology
Quantification,Balasingham K.D.; Walter R.P.; Heath D.D.,"Balasingham, Katherine D. (57191516830); Walter, Ryan P. (7201765598); Heath, Daniel D. (7202415305)",57191516830; 7201765598; 7202415305,Residual eDNA detection sensitivity assessed by quantitative real-time PCR in a river ecosystem,2017,Molecular Ecology Resources
Quantification,Wozney K.M.; Wilson C.C.,"Wozney, Kristyne M. (24077811800); Wilson, Chris C. (7404896234)",24077811800; 7404896234,Quantitative PCR multiplexes for simultaneous multispecies detection of Asian carp eDNA,2017,Journal of Great Lakes Research
Quantification,Chambert T.; Pilliod D.S.; Goldberg C.S.; Doi H.; Takahara T.,"Chambert, Thierry (36135292600); Pilliod, David S. (6505946652); Goldberg, Caren S. (35366254300); Doi, Hideyuki (55769844200); Takahara, Teruhiko (54898506900)",36135292600; 6505946652; 35366254300; 55769844200; 54898506900,An analytical framework for estimating aquatic species density from environmental DNA,2018,Ecology and Evolution
Quantification,Cassin-Sackett L.,"Cassin-Sackett, Loren (57196035380)",57196035380,Promising protocols for parasites: Metatranscriptomics improves detection of hyperdiverse but low abundance communities,2019,Molecular Ecology Resources
Quantification,Gargan L.M.; Morato T.; Pham C.K.; Finarelli J.A.; Carlsson J.E.L.; Carlsson J.,"Gargan, Laura M. (57041052200); Morato, Telmo (6604092292); Pham, Christopher K. (26656061500); Finarelli, John A. (6506777871); Carlsson, Jeanette E. L. (58329681700); Carlsson, Jens (55427805100)",57041052200; 6604092292; 26656061500; 6506777871; 58329681700; 55427805100,Development of a sensitive detection method to survey pelagic biodiversity using eDNA and quantitative PCR: a case study of devil ray at seamounts,2017,Marine Biology
Quantification,Spens J.; Evans A.R.; Halfmaerten D.; Knudsen S.W.; Sengupta M.E.; Mak S.S.T.; Sigsgaard E.E.; Hellström M.,"Spens, Johan (17347463500); Evans, Alice R. (57191371911); Halfmaerten, David (6504654987); Knudsen, Steen W. (16836501300); Sengupta, Mita E. (26635927100); Mak, Sarah S. T. (54404915400); Sigsgaard, Eva E. (56455229500); Hellström, Micaela (56441083200)",17347463500; 57191371911; 6504654987; 16836501300; 26635927100; 54404915400; 56455229500; 56441083200,Comparison of capture and storage methods for aqueous macrobial eDNA using an optimized extraction protocol: advantage of enclosed filter,2017,Methods in Ecology and Evolution
Quantification,Fontes I.; Hartikainen H.; Holland J.W.; Secombes C.J.; Okamura B.,"Fontes, Inês (55838117100); Hartikainen, Hanna (26039154300); Holland, Jason W. (7401757186); Secombes, Chris J. (7005974493); Okamura, Beth (7003497830)",55838117100; 26039154300; 7401757186; 7005974493; 7003497830,Tetracapsuloides bryosalmonae abundance in river water,2017,Diseases of Aquatic Organisms
Quantification,Sassoubre L.M.; Yamahara K.M.; Gardner L.D.; Block B.A.; Boehm A.B.,"Sassoubre, Lauren M. (10140349400); Yamahara, Kevan M. (16835557900); Gardner, Luke D. (7201375883); Block, Barbara A. (57203708487); Boehm, Alexandria B. (7006761389)",10140349400; 16835557900; 7201375883; 57203708487; 7006761389,Quantification of Environmental DNA (eDNA) Shedding and Decay Rates for Three Marine Fish,2016,Environmental Science and Technology
Quantification,Semenov M.V.; Manucharova N.A.; Krasnov G.S.; Nikitin D.A.; Stepanov A.L.,"Semenov, M.V. (36085026600); Manucharova, N.A. (6601997899); Krasnov, G.S. (24492185500); Nikitin, D.A. (57190681552); Stepanov, A.L. (57206195841)",36085026600; 6601997899; 24492185500; 57190681552; 57206195841,Biomass and Taxonomic Structure of Microbial Communities in Soils of the Right-Bank Basin of the Oka River,2019,Eurasian Soil Science
Quantification,Elbrecht V.; Peinert B.; Leese F.,"Elbrecht, Vasco (56071157700); Peinert, Bianca (57195226438); Leese, Florian (7801416655)",56071157700; 57195226438; 7801416655,Sorting things out: Assessing effects of unequal specimen biomass on DNA metabarcoding,2017,Ecology and Evolution
Quantification,Matesanz S.; Pescador D.S.; Pías B.; Sánchez A.M.; Chacón-Labella J.; Illuminati A.; de la Cruz M.; López-Angulo J.; Marí-Mena N.; Vizcaíno A.; Escudero A.,"Matesanz, Silvia (13609806400); Pescador, David S. (56090327900); Pías, Beatriz (12140537100); Sánchez, Ana M. (57190111277); Chacón-Labella, Julia (56060587600); Illuminati, Angela (57210193135); de la Cruz, Marcelino (57196594030); López-Angulo, Jesús (57200127142); Marí-Mena, Neus (35094446600); Vizcaíno, Antón (56545349300); Escudero, Adrián (56273696600)",13609806400; 56090327900; 12140537100; 57190111277; 56060587600; 57210193135; 57196594030; 57200127142; 35094446600; 56545349300; 56273696600,Estimating belowground plant abundance with DNA metabarcoding,2019,Molecular Ecology Resources
Quantification,Hinlo R.; Lintermans M.; Gleeson D.; Broadhurst B.; Furlan E.,"Hinlo, Rheyda (57193540001); Lintermans, Mark (18037670500); Gleeson, Dianne (7005315532); Broadhurst, Ben (24330821700); Furlan, Elise (35147967700)",57193540001; 18037670500; 7005315532; 24330821700; 35147967700,Performance of eDNA assays to detect and quantify an elusive benthic fish in upland streams,2018,Biological Invasions
Quantification,Rodgers T.W.; Olson J.R.; Klobucar S.L.; Mock K.E.,"Rodgers, Torrey W. (55415664100); Olson, John R. (56327796500); Klobucar, Stephen L. (57039236800); Mock, Karen E. (6603757737)",55415664100; 56327796500; 57039236800; 6603757737,"Quantitative PCR assays for detection of five arctic fish species: Lota lota, Cottus cognatus, Salvelinus alpinus, Salvelinus malma, and Thymallus arcticus from environmental DNA",2018,Conservation Genetics Resources
Quantification,Lin M.; Zhang S.; Yao M.,"Lin, Meixi (57208245479); Zhang, Shan (57208308386); Yao, Meng (36852632500)",57208245479; 57208308386; 36852632500,Effective detection of environmental DNA from the invasive American bullfrog,2019,Biological Invasions
Quantification,Somervuo P.; Yu D.W.; Xu C.C.Y.; Ji Y.; Hultman J.; Wirta H.; Ovaskainen O.,"Somervuo, Panu (6602669606); Yu, Douglas W. (7404666206); Xu, Charles C.Y. (57145238300); Ji, Yinqiu (55809132000); Hultman, Jenni (8554537300); Wirta, Helena (24069350000); Ovaskainen, Otso (6603838254)",6602669606; 7404666206; 57145238300; 55809132000; 8554537300; 24069350000; 6603838254,Quantifying uncertainty of taxonomic placement in DNA barcoding and metabarcoding,2017,Methods in Ecology and Evolution
Quantification,Goldberg C.S.; Turner C.R.; Deiner K.; Klymus K.E.; Thomsen P.F.; Murphy M.A.; Spear S.F.; McKee A.; Oyler-McCance S.J.; Cornman R.S.; Laramie M.B.; Mahon A.R.; Lance R.F.; Pilliod D.S.; Strickler K.M.; Waits L.P.; Fremier A.K.; Takahara T.; Herder J.E.; Taberlet P.,"Goldberg, Caren S. (35366254300); Turner, Cameron R. (25230535700); Deiner, Kristy (16027686900); Klymus, Katy E. (36149958100); Thomsen, Philip Francis (8392194400); Murphy, Melanie A. (7403900662); Spear, Stephen F. (8528734400); McKee, Anna (36562145700); Oyler-McCance, Sara J. (6603116295); Cornman, Robert Scott (55962379400); Laramie, Matthew B. (56440175200); Mahon, Andrew R. (7005243200); Lance, Richard F. (7005777948); Pilliod, David S. (6505946652); Strickler, Katherine M. (53986737100); Waits, Lisette P. (6701328434); Fremier, Alexander K. (13007831100); Takahara, Teruhiko (54898506900); Herder, Jelger E. (57119345600); Taberlet, Pierre (7005159471)",35366254300; 25230535700; 16027686900; 36149958100; 8392194400; 7403900662; 8528734400; 36562145700; 6603116295; 55962379400; 56440175200; 7005243200; 7005777948; 6505946652; 53986737100; 6701328434; 13007831100; 54898506900; 57119345600; 7005159471,Critical considerations for the application of environmental DNA methods to detect aquatic species,2016,Methods in Ecology and Evolution
Quantification,Murakami H.; Yoon S.; Kasai A.; Minamoto T.; Yamamoto S.; Sakata M.K.; Horiuchi T.; Sawada H.; Kondoh M.; Yamashita Y.; Masuda R.,"Murakami, Hiroaki (57169451400); Yoon, Seokjin (55775043600); Kasai, Akihide (7006388729); Minamoto, Toshifumi (25639837900); Yamamoto, Satoshi (55475457600); Sakata, Masayuki K. (57194330494); Horiuchi, Tomoya (57169564700); Sawada, Hideki (9942596900); Kondoh, Michio (7005073407); Yamashita, Yoh (7402954570); Masuda, Reiji (7101661522)",57169451400; 55775043600; 7006388729; 25639837900; 55475457600; 57194330494; 57169564700; 9942596900; 7005073407; 7402954570; 7101661522,Dispersion and degradation of environmental DNA from caged fish in a marine environment,2019,Fisheries Science
Quantification,Li J.; Hatton-Ellis T.W.; Lawson Handley L.-J.; Kimbell H.S.; Benucci M.; Peirson G.; Hänfling B.,"Li, Jianlong (55670173000); Hatton-Ellis, Tristan W. (54989625100); Lawson Handley, Lori-Jayne (12800937600); Kimbell, Helen S. (55389724400); Benucci, Marco (57207253866); Peirson, Graeme (6603042174); Hänfling, Bernd (55880359900)",55670173000; 54989625100; 12800937600; 55389724400; 57207253866; 6603042174; 55880359900,Ground-truthing of a fish-based environmental DNA metabarcoding method for assessing the quality of lakes,2019,Journal of Applied Ecology
Quantification,Carlsson J.E.L.; Egan D.; Collins P.C.; Farrell E.D.; Igoe F.; Carlsson J.,"Carlsson, Jeanette E.L. (58329681700); Egan, Damian (7102100184); Collins, Patrick C. (7402500916); Farrell, Edward D. (16241669600); Igoe, Fran (23106123500); Carlsson, Jens (55427805100)",58329681700; 7102100184; 7402500916; 16241669600; 23106123500; 55427805100,A qPCR MGB probe based eDNA assay for European freshwater pearl mussel (Margaritifera margaritifera L.),2017,Aquatic Conservation: Marine and Freshwater Ecosystems
Quantification,Kakuda A.; Doi H.; Souma R.; Nagano M.; Minamoto T.; Katano I.,"Kakuda, Aozora (57212191590); Doi, Hideyuki (55769844200); Souma, Rio (57194392409); Nagano, Mariko (57195068341); Minamoto, Toshifumi (25639837900); Katano, Izumi (23100563200)",57212191590; 55769844200; 57194392409; 57195068341; 25639837900; 23100563200,"Environmental DNA detection and quantification of invasive red-eared sliders, Trachemy scripta elegans, in ponds and the influence of water quality",2019,PeerJ
